iter	Passed	Remaining
1671	15368	12206
1672	15378	12198
1673	15389	12190
1674	15399	12182
1675	15408	12172
1676	15419	12164
1677	15430	12156
1678	15440	12148
1679	15449	12139
1680	15459	12129
1681	15468	12120
1682	15477	12111
1683	15487	12102
1684	15496	12093
1685	15505	12084
1686	15513	12074
1687	15522	12064
1688	15531	12055
1689	15539	12045
1690	15548	12036
1691	15556	12026
1692	15565	12016
1693	15574	12007
1694	15582	11997
1695	15591	11987
1696	15600	11978
1697	15609	11969
1698	15618	11960
1699	15627	11950
1700	15636	11941
1701	15645	11931
1702	15654	11922
1703	15664	11913
1704	15673	11904
1705	15681	11894
1706	15690	11885
1707	15700	11876
1708	15709	11867
1709	15718	11857
1710	15727	11848
1711	15736	11838
1712	15744	11828
1713	15752	11819
1714	15761	11809
1715	15770	11800
1716	15778	11790
1717	15786	11780
1718	15795	11771
1719	15804	11761
1720	15814	11752
1721	15823	11743
1722	15832	11734
1723	15841	11724
1724	15850	11715
1725	15859	11706
1726	15867	11696
1727	15875	11686
1728	15884	11676
1729	15893	11667
1730	15902	11658
1731	15912	11649
1732	15922	11640
1733	15930	11631
1734	15939	11621
1735	15948	11612
1736	15956	11601
1737	15964	11592
1738	15973	11582
1739	15982	11573
1740	15992	11564
1741	16001	11555
1742	16011	11546
1743	16021	11538
1744	16030	11529
1745	16039	11520
1746	16048	11510
1747	16057	11501
1748	16066	11491
1749	16075	11482
1750	16083	11472
1751	16093	11463
1752	16102	11454
1753	16110	11444
1754	16119	11435
1755	16128	11425
1756	16137	11416
1757	16146	11407
1758	16155	11397
1759	16164	11388
1760	16172	11378
1761	16181	11369
1762	16192	11361
1763	16202	11352
1764	16212	11344
1765	16222	11335
1766	16233	11327
1767	16242	11318
1768	16251	11308
1769	16260	11299
1770	16269	11290
1771	16278	11280
1772	16288	11272
1773	16297	11262
1774	16306	11253
1775	16315	11244
1776	16324	11235
1777	16335	11226
1778	16343	11217
1779	16351	11207
1780	16360	11198
1781	16369	11188
1782	16377	11178
1783	16386	11169
1784	16396	11160
1785	16405	11151
1786	16414	11141
1787	16422	11132
1788	16431	11122
1789	16440	11113
1790	16448	11103
1791	16457	11094
1792	16466	11084
1793	16474	11074
1794	16484	11065
1795	16493	11056
1796	16502	11047
1797	16510	11037
1798	16519	11028
1799	16527	11018
1800	16536	11008
1801	16544	10999
1802	16552	10989
1803	16561	10979
1804	16569	10969
1805	16578	10960
1806	16587	10951
1807	16595	10941
1808	16604	10932
1809	16614	10923
1810	16622	10913
1811	16631	10903
1812	16641	10895
1813	16650	10886
1814	16659	10876
1815	16667	10866
1816	16675	10857
1817	16684	10847
1818	16692	10837
1819	16715	10837
1820	16723	10827
1821	16731	10817
1822	16739	10807
1823	16748	10798
1824	16758	10789
1825	16767	10780
1826	16777	10771
1827	16787	10763
1828	16797	10754
1829	16808	10746
1830	16816	10736
1831	16825	10727
1832	16834	10717
1833	16842	10707
1834	16850	10698
1835	16858	10688
1836	16868	10679
1837	16876	10669
1838	16885	10660
1839	16894	10650
1840	16902	10641
1841	16911	10631
1842	16920	10622
1843	16929	10613
1844	16938	10603
1845	16947	10594
1846	16956	10585
1847	16965	10575
1848	16974	10566
1849	16983	10557
1850	16992	10547
1851	17001	10538
1852	17010	10529
1853	17019	10520
1854	17029	10511
1855	17038	10502
1856	17047	10492
1857	17055	10483
1858	17063	10473
1859	17073	10464
1860	17081	10454
1861	17089	10444
1862	17098	10435
1863	17107	10425
1864	17115	10416
1865	17123	10406
1866	17133	10397
1867	17142	10388
1868	17152	10379
1869	17162	10370
1870	17172	10362
1871	17183	10353
1872	17193	10345
1873	17202	10336
1874	17210	10326
1875	17219	10317
1876	17228	10308
1877	17237	10298
1878	17247	10289
1879	17256	10280
1880	17265	10271
1881	17274	10261
1882	17282	10252
1883	17292	10243
1884	17302	10234
1885	17311	10225
1886	17320	10216
1887	17329	10206
1888	17338	10197
1889	17347	10188
1890	17355	10178
1891	17364	10169
1892	17374	10160
1893	17382	10150
1894	17391	10141
1895	17400	10132
1896	17408	10122
1897	17417	10112
1898	17426	10103
1899	17435	10094
1900	17444	10084
1901	17453	10075
1902	17462	10066
1903	17470	10056
1904	17479	10047
1905	17488	10038
1906	17497	10028
1907	17506	10019
1908	17515	10010
1909	17524	10000
1910	17532	9990
1911	17541	9981
1912	17550	9972
1913	17559	9963
1914	17567	9953
1915	17575	9943
1916	17585	9934
1917	17593	9924
1918	17602	9915
1919	17610	9906
1920	17620	9897
1921	17629	9887
1922	17638	9878
1923	17647	9869
1924	17656	9860
1925	17665	9850
1926	17673	9841
1927	17682	9831
1928	17691	9822
1929	17699	9812
1930	17708	9803
1931	17717	9794
1932	17726	9784
1933	17734	9775
1934	17743	9766
1935	17752	9756
1936	17760	9746
1937	17769	9737
1938	17777	9727
1939	17786	9718
1940	17798	9710
1941	17807	9701
1942	17817	9692
1943	17825	9683
1944	17834	9673
1945	17843	9664
1946	17852	9655
1947	17862	9646
1948	17872	9637
1949	17882	9628
1950	17891	9619
1951	17900	9610
1952	17909	9601
1953	17918	9591
1954	17928	9583
1955	17937	9574
1956	17945	9564
1957	17954	9555
1958	17963	9545
1959	17974	9537
1960	17983	9528
1961	17991	9518
1962	18000	9509
1963	18009	9499
1964	18017	9490
1965	18026	9480
1966	18035	9471
1967	18044	9462
1968	18053	9452
1969	18063	9444
1970	18072	9435
1971	18081	9425
1972	18090	9416
1973	18098	9406
1974	18107	9397
1975	18116	9388
1976	18125	9378
1977	18134	9369
1978	18143	9360
1979	18153	9351
1980	18164	9343
1981	18175	9335
1982	18186	9326
1983	18194	9317
1984	18203	9308
1985	18212	9298
1986	18221	9289
1987	18231	9280
1988	18241	9272
1989	18250	9262
1990	18261	9254
1991	18269	9245
1992	18278	9235
1993	18288	9226
1994	18297	9217
1995	18307	9208
1996	18315	9199
1997	18324	9189
1998	18333	9180
1999	18341	9170
2000	18350	9161
2001	18358	9151
2002	18367	9142
2003	18376	9133
2004	18385	9124
2005	18394	9114
2006	18403	9105
2007	18412	9096
2008	18420	9086
2009	18429	9077
2010	18437	9067
2011	18446	9058
2012	18455	9048
2013	18463	9039
2014	18474	9030
2015	18483	9021
2016	18491	9011
2017	18500	9002
2018	18508	8993
2019	18516	8983
2020	18525	8973
2021	18534	8964
2022	18543	8955
2023	18552	8946
2024	18560	8936
2025	18569	8927
2026	18578	8918
2027	18587	8908
2028	18596	8899
2029	18605	8890
2030	18614	8881
2031	18623	8871
2032	18632	8862
2033	18640	8853
2034	18649	8843
2035	18658	8834
2036	18667	8825
2037	18676	8815
2038	18685	8806
2039	18694	8797
2040	18703	8787
2041	18711	8778
2042	18719	8768
2043	18728	8759
2044	18736	8750
2045	18745	8740
2046	18754	8731
2047	18762	8721
2048	18771	8712
2049	18780	8703
2050	18790	8694
2051	18799	8685
2052	18808	8675
2053	18816	8666
2054	18825	8656
2055	18833	8647
2056	18842	8637
2057	18850	8628
2058	18859	8618
2059	18868	8609
2060	18877	8600
2061	18886	8591
2062	18895	8582
2063	18904	8573
2064	18916	8565
2065	18924	8555
2066	18933	8546
2067	18942	8536
2068	18952	8528
2069	18961	8518
2070	18970	8509
2071	18979	8500
2072	18987	8490
2073	18996	8481
2074	19005	8472
2075	19014	8463
2076	19023	8453
2077	19031	8444
2078	19049	8439
2079	19057	8429
2080	19066	8419
2081	19074	8410
2082	19083	8401
2083	19093	8392
2084	19103	8383
2085	19112	8374
2086	19121	8365
2087	19130	8356
2088	19140	8347
2089	19151	8338
2090	19160	8329
2091	19169	8320
2092	19178	8310
2093	19186	8301
2094	19196	8292
2095	19205	8283
2096	19214	8273
2097	19223	8264
2098	19232	8255
2099	19242	8246
2100	19251	8237
2101	19260	8228
2102	19268	8218
2103	19277	8209
2104	19287	8200
2105	19296	8191
2106	19304	8181
2107	19313	8172
2108	19321	8162
2109	19330	8153
2110	19339	8144
2111	19347	8134
2112	19356	8125
2113	19364	8115
2114	19374	8106
2115	19382	8097
2116	19391	8088
2117	19400	8078
2118	19409	8069
2119	19418	8060
2120	19426	8051
2121	19436	8041
2122	19445	8032
2123	19454	8023
2124	19463	8014
2125	19471	8004
2126	19480	7995
2127	19488	7986
2128	19497	7976
2129	19505	7966
2130	19514	7957
2131	19523	7948
2132	19531	7938
2133	19539	7929
2134	19548	7919
2135	19557	7910
2136	19566	7901
2137	19575	7892
2138	19584	7883
2139	19593	7874
2140	19601	7864
2141	19610	7855
2142	19619	7846
2143	19628	7836
2144	19637	7827
2145	19647	7818
2146	19655	7809
2147	19664	7799
2148	19672	7790
2149	19681	7780
2150	19689	7771
2151	19699	7762
2152	19707	7753
2153	19717	7744
2154	19725	7734
2155	19733	7725
2156	19742	7715
2157	19750	7706
2158	19760	7697
2159	19769	7688
2160	19778	7679
2161	19787	7669
2162	19795	7660
2163	19804	7650
2164	19812	7641
2165	19821	7632
2166	19830	7622
2167	19839	7613
2168	19848	7604
2169	19856	7595
2170	19866	7585
2171	19874	7576
2172	19883	7567
2173	19892	7558
2174	19901	7548
2175	19909	7539
2176	19917	7529
2177	19927	7520
2178	19936	7511
2179	19945	7502
2180	19954	7493
2181	19962	7483
2182	19971	7474
2183	19980	7465
2184	19988	7455
2185	19997	7446
2186	20006	7437
2187	20014	7427
2188	20024	7418
2189	20032	7409
2190	20041	7400
2191	20050	7390
2192	20058	7381
2193	20067	7372
2194	20076	7362
2195	20085	7353
2196	20094	7344
2197	20104	7335
2198	20114	7326
2199	20125	7318
2200	20135	7309
2201	20144	7300
2202	20153	7291
2203	20162	7281
2204	20170	7272
2205	20179	7263
2206	20189	7254
2207	20198	7245
2208	20208	7236
2209	20217	7227
2210	20226	7217
2211	20234	7208
2212	20243	7199
2213	20252	7190
2214	20261	7180
2215	20270	7171
2216	20279	7162
2217	20286	7152
2218	20296	7143
2219	20304	7134
2220	20313	7124
2221	20322	7115
2222	20330	7106
2223	20339	7096
2224	20348	7087
2225	20356	7078
2226	20365	7068
2227	20374	7059
2228	20383	7050
2229	20392	7041
2230	20401	7032
2231	20410	7022
2232	20430	7017
2233	20440	7008
2234	20449	6999
2235	20457	6989
2236	20465	6980
2237	20474	6971
2238	20482	6961
2239	20491	6952
2240	20499	6943
2241	20509	6934
2242	20517	6924
2243	20526	6915
2244	20535	6906
2245	20544	6896
2246	20552	6887
2247	20562	6878
2248	20571	6869
2249	20580	6860
2250	20590	6851
2251	20599	6842
2252	20608	6833
2253	20619	6824
2254	20628	6815
2255	20636	6805
2256	20645	6796
2257	20654	6787
2258	20663	6778
2259	20672	6768
2260	20681	6759
2261	20689	6750
2262	20698	6740
2263	20706	6731
2264	20714	6722
2265	20723	6712
2266	20731	6703
2267	20741	6694
2268	20750	6685
2269	20760	6676
2270	20768	6666
2271	20777	6657
2272	20785	6647
2273	20793	6638
2274	20801	6629
2275	20810	6619
2276	20818	6610
2277	20827	6601
2278	20836	6591
2279	20845	6582
2280	20854	6573
2281	20863	6564
2282	20885	6559
2283	20892	6549
2284	20900	6540
2285	20909	6530
2286	20917	6521
2287	20927	6512
2288	20936	6503
2289	20946	6494
2290	20955	6485
2291	20964	6475
2292	20972	6466
2293	20981	6457
2294	20990	6448
2295	20998	6438
2296	21007	6429
2297	21015	6419
2298	21023	6410
2299	21032	6401
2300	21041	6392
2301	21050	6382
2302	21058	6373
2303	21068	6364
2304	21077	6355
2305	21086	6345
2306	21094	6336
2307	21105	6327
2308	21116	6319
2309	21126	6310
2310	21134	6301
2311	21144	6292
2312	21153	6282
2313	21162	6273
2314	21177	6266
2315	21185	6256
2316	21194	6247
2317	21204	6238
2318	21213	6229
2319	21222	6220
2320	21231	6211
2321	21240	6201
2322	21248	6192
2323	21258	6183
2324	21266	6174
2325	21276	6165
2326	21284	6155
2327	21292	6146
2328	21301	6137
2329	21310	6127
2330	21319	6118
2331	21328	6109
2332	21337	6100
2333	21346	6091
2334	21356	6082
2335	21365	6073
2336	21374	6063
2337	21383	6054
2338	21391	6045
2339	21400	6035
2340	21408	6026
2341	21418	6017
2342	21427	6008
2343	21436	5999
2344	21444	5989
2345	21453	5980
2346	21461	5971
2347	21471	5962
2348	21480	5953
2349	21488	5943
2350	21497	5934
2351	21505	5925
2352	21514	5915
2353	21523	5906
2354	21531	5897
2355	21540	5887
2356	21548	5878
2357	21557	5869
2358	21566	5860
2359	21576	5851
2360	21585	5842
2361	21594	5832
2362	21603	5823
2363	21612	5814
2364	21621	5805
2365	21629	5795
2366	21637	5786
2367	21646	5777
2368	21654	5767
2369	21663	5758
2370	21676	5750
2371	21684	5741
2372	21692	5731
2373	21701	5722
2374	21710	5713
2375	21719	5704
2376	21728	5694
2377	21736	5685
2378	21746	5676
2379	21754	5667
2380	21762	5657
2381	21771	5648
2382	21780	5639
2383	21789	5630
2384	21797	5620
2385	21806	5611
2386	21815	5602
2387	21823	5593
2388	21832	5583
2389	21841	5574
2390	21849	5565
2391	21858	5555
2392	21866	5546
2393	21876	5537
2394	21885	5528
2395	21905	5522
2396	21915	5513
2397	21924	5503
2398	21932	5494
2399	21941	5485
2400	21950	5476
2401	21959	5466
2402	21967	5457
2403	21976	5448
2404	21984	5438
2405	21993	5429
2406	22002	5420
2407	22010	5411
2408	22019	5402
2409	22028	5392
2410	22036	5383
2411	22045	5374
2412	22054	5365
2413	22062	5355
2414	22071	5346
2415	22082	5337
2416	22094	5329
2417	22104	5320
2418	22113	5311
2419	22122	5302
2420	22131	5292
2421	22140	5283
2422	22150	5274
2423	22159	5265
2424	22168	5256
2425	22177	5247
2426	22192	5239
2427	22205	5231
2428	22219	5223
2429	22231	5214
2430	22243	5206
2431	22253	5197
2432	22264	5188
2433	22274	5179
2434	22283	5170
2435	22291	5161
2436	22300	5151
2437	22308	5142
2438	22318	5133
2439	22326	5124
2440	22336	5115
2441	22345	5106
2442	22354	5096
2443	22362	5087
2444	22370	5078
2445	22379	5068
2446	22387	5059
2447	22396	5050
2448	22405	5040
2449	22414	5031
2450	22424	5022
2451	22432	5013
2452	22440	5004
2453	22449	4994
2454	22457	4985
2455	22466	4976
2456	22475	4967
2457	22483	4957
2458	22491	4948
2459	22500	4939
2460	22509	4929
2461	22518	4920
2462	22526	4911
2463	22535	4902
2464	22543	4892
2465	22552	4883
2466	22561	4874
2467	22569	4865
2468	22578	4855
2469	22588	4846
2470	22597	4837
2471	22606	4828
2472	22616	4819
2473	22624	4810
2474	22633	4801
2475	22642	4791
2476	22651	4782
2477	22660	4773
2478	22668	4764
2479	22677	4754
2480	22685	4745
2481	22693	4736
2482	22702	4727
2483	22711	4717
2484	22720	4708
2485	22729	4699
2486	22738	4690
2487	22746	4681
2488	22755	4671
2489	22764	4662
2490	22774	4653
2491	22782	4644
2492	22791	4635
2493	22800	4625
2494	22809	4616
2495	22817	4607
2496	22826	4598
2497	22835	4589
2498	22844	4579
2499	22853	4570
2500	22862	4561
2501	22870	4552
2502	22879	4542
2503	22888	4533
2504	22897	4524
2505	22906	4515
2506	22915	4506
2507	22924	4497
2508	22933	4487
2509	22942	4478
2510	22951	4469
2511	22960	4460
2512	22969	4451
2513	22978	4442
2514	22987	4432
2515	22996	4423
2516	23004	4414
2517	23013	4405
2518	23021	4395
2519	23030	4386
2520	23039	4377
2521	23048	4368
2522	23056	4359
2523	23066	4350
2524	23075	4341
2525	23086	4332
2526	23096	4323
2527	23104	4313
2528	23113	4304
2529	23122	4295
2530	23131	4286
2531	23140	4277
2532	23149	4268
2533	23159	4258
2534	23169	4250
2535	23179	4241
2536	23189	4232
2537	23198	4222
2538	23206	4213
2539	23215	4204
2540	23223	4195
2541	23232	4185
2542	23240	4176
2543	23249	4167
2544	23258	4158
2545	23266	4148
2546	23275	4139
2547	23284	4130
2548	23293	4121
2549	23301	4112
2550	23310	4102
2551	23319	4093
2552	23329	4084
2553	23337	4075
2554	23346	4066
2555	23355	4056
2556	23363	4047
2557	23371	4038
2558	23380	4029
2559	23389	4020
2560	23398	4010
2561	23406	4001
2562	23415	3992
2563	23424	3983
2564	23433	3974
2565	23442	3964
2566	23451	3955
2567	23459	3946
2568	23468	3937
2569	23477	3928
2570	23485	3918
2571	23495	3909
2572	23503	3900
2573	23512	3891
2574	23520	3882
2575	23530	3872
2576	23539	3863
2577	23548	3854
2578	23557	3845
2579	23566	3836
2580	23575	3827
2581	23584	3818
2582	23593	3808
2583	23602	3799
2584	23610	3790
2585	23619	3781
2586	23627	3772
2587	23636	3762
2588	23645	3753
2589	23654	3744
2590	23666	3735
2591	23679	3727
2592	23694	3719
2593	23708	3710
2594	23720	3702
2595	23732	3693
2596	23746	3684
2597	23758	3676
2598	23770	3667
2599	23780	3658
2600	23790	3649
2601	23805	3641
2602	23819	3632
2603	23828	3623
2604	23837	3614
2605	23846	3605
2606	23854	3596
2607	23863	3586
2608	23872	3577
2609	23881	3568
2610	23890	3559
2611	23899	3550
2612	23908	3540
2613	23916	3531
2614	23926	3522
2615	23935	3513
2616	23943	3504
2617	23952	3495
2618	23961	3485
2619	23970	3476
2620	23979	3467
2621	23987	3458
2622	23996	3448
2623	24004	3439
2624	24012	3430
2625	24021	3421
2626	24030	3411
2627	24038	3402
2628	24048	3393
2629	24058	3384
2630	24068	3375
2631	24078	3366
2632	24087	3357
2633	24096	3348
2634	24105	3339
2635	24114	3329
2636	24122	3320
2637	24132	3311
2638	24141	3302
2639	24151	3293
2640	24160	3284
2641	24170	3275
2642	24180	3266
2643	24189	3256
2644	24198	3247
2645	24207	3238
2646	24215	3229
2647	24224	3220
2648	24232	3210
2649	24241	3201
2650	24249	3192
2651	24258	3183
2652	24267	3174
2653	24276	3164
2654	24284	3155
2655	24294	3146
2656	24303	3137
2657	24311	3128
2658	24320	3119
2659	24329	3109
2660	24338	3100
2661	24346	3091
2662	24355	3082
2663	24364	3072
2664	24372	3063
2665	24381	3054
2666	24390	3045
2667	24399	3036
2668	24407	3026
2669	24416	3017
2670	24424	3008
2671	24433	2999
2672	24442	2990
2673	24450	2980
2674	24460	2971
2675	24469	2962
2676	24478	2953
2677	24487	2944
2678	24495	2935
2679	24503	2925
2680	24512	2916
2681	24522	2907
2682	24531	2898
2683	24539	2889
2684	24548	2879
2685	24557	2870
2686	24566	2861
2687	24575	2852
2688	24583	2843
2689	24593	2834
2690	24602	2824
2691	24624	2817
2692	24631	2807
2693	24639	2798
2694	24646	2789
2695	24655	2780
2696	24663	2770
2697	24672	2761
2698	24681	2752
2699	24690	2743
2700	24699	2734
2701	24708	2725
2702	24717	2715
2703	24725	2706
2704	24734	2697
2705	24743	2688
2706	24752	2679
2707	24761	2670
2708	24771	2660
2709	24780	2651
2710	24789	2642
2711	24798	2633
2712	24808	2624
2713	24816	2615
2714	24825	2605
2715	24834	2596
2716	24843	2587
2717	24852	2578
2718	24860	2569
2719	24870	2560
2720	24879	2550
2721	24888	2541
2722	24897	2532
2723	24906	2523
2724	24914	2514
2725	24924	2505
2726	24933	2496
2727	24941	2486
2728	24950	2477
2729	24958	2468
2730	24967	2459
2731	24976	2450
2732	24985	2440
2733	24994	2431
2734	25002	2422
2735	25012	2413
2736	25020	2404
2737	25029	2395
2738	25038	2385
2739	25047	2376
2740	25058	2367
2741	25067	2358
2742	25076	2349
2743	25085	2340
2744	25094	2331
2745	25104	2322
2746	25114	2313
2747	25123	2303
2748	25131	2294
2749	25140	2285
2750	25150	2276
2751	25159	2267
2752	25169	2258
2753	25178	2249
2754	25187	2239
2755	25196	2230
2756	25206	2221
2757	25215	2212
2758	25224	2203
2759	25233	2194
2760	25241	2184
2761	25249	2175
2762	25259	2166
2763	25267	2157
2764	25275	2148
2765	25284	2139
2766	25292	2129
2767	25302	2120
2768	25310	2111
2769	25319	2102
2770	25328	2093
2771	25336	2083
2772	25345	2074
2773	25354	2065
2774	25362	2056
2775	25371	2047
2776	25379	2038
2777	25389	2028
2778	25397	2019
2779	25405	2010
2780	25414	2001
2781	25424	1992
2782	25433	1983
2783	25442	1974
2784	25451	1964
2785	25460	1955
2786	25469	1946
2787	25478	1937
2788	25486	1928
2789	25495	1919
2790	25504	1909
2791	25513	1900
2792	25521	1891
2793	25530	1882
2794	25540	1873
2795	25549	1864
2796	25558	1854
2797	25566	1845
2798	25575	1836
2799	25583	1827
2800	25592	1818
2801	25601	1809
2802	25610	1799
2803	25618	1790
2804	25626	1781
2805	25635	1772
2806	25645	1763
2807	25654	1754
2808	25663	1745
2809	25671	1735
2810	25679	1726
2811	25688	1717
2812	25697	1708
2813	25705	1699
2814	25714	1689
2815	25722	1680
2816	25731	1671
2817	25740	1662
2818	25749	1653
2819	25759	1644
2820	25768	1635
2821	25776	1625
2822	25786	1616
2823	25794	1607
2824	25803	1598
2825	25811	1589
2826	25820	1580
2827	25829	1570
2828	25837	1561
2829	25847	1552
2830	25857	1543
2831	25866	1534
2832	25875	1525
2833	25884	1516
2834	25893	1507
2835	25902	1497
2836	25910	1488
2837	25918	1479
2838	25926	1470
2839	25936	1461
2840	25945	1452
2841	25954	1442
2842	25963	1433
2843	25972	1424
2844	25981	1415
2845	25989	1406
2846	25998	1397
2847	26006	1388
2848	26015	1378
2849	26025	1369
2850	26035	1360
2851	26045	1351
2852	26054	1342
2853	26065	1333
2854	26073	1324
2855	26083	1315
2856	26092	1306
2857	26102	1296
2858	26112	1287
2859	26121	1278
2860	26130	1269
2861	26140	1260
2862	26149	1251
2863	26158	1242
2864	26167	1233
2865	26175	1223
2866	26184	1214
2867	26192	1205
2868	26201	1196
2869	26210	1187
2870	26220	1178
2871	26229	1168
2872	26237	1159
2873	26246	1150
2874	26255	1141
2875	26264	1132
2876	26274	1123
2877	26282	1114
2878	26291	1105
2879	26300	1095
2880	26308	1086
2881	26317	1077
2882	26325	1068
2883	26334	1059
2884	26343	1050
2885	26351	1040
2886	26362	1031
2887	26371	1022
2888	26380	1013
2889	26389	1004
2890	26397	995
2891	26406	986
2892	26414	976
2893	26423	967
2894	26431	958
2895	26441	949
2896	26450	940
2897	26459	931
2898	26467	922
2899	26476	912
2900	26485	903
2901	26494	894
2902	26503	885
2903	26512	876
2904	26520	867
2905	26530	858
2906	26539	849
2907	26548	839
2908	26557	830
2909	26565	821
2910	26575	812
2911	26583	803
2912	26592	794
2913	26601	785
2914	26610	775
2915	26619	766
2916	26628	757
2917	26636	748
2918	26645	739
2919	26654	730
2920	26662	721
2921	26672	712
2922	26681	702
2923	26689	693
2924	26697	684
2925	26706	675
2926	26715	666
2927	26723	657
2928	26733	648
2929	26742	638
2930	26750	629
2931	26759	620
2932	26769	611
2933	26778	602
2934	26787	593
2935	26795	584
2936	26804	574
2937	26812	565
2938	26821	556
2939	26831	547
2940	26840	538
2941	26849	529
2942	26857	520
2943	26866	511
2944	26875	501
2945	26884	492
2946	26892	483
2947	26900	474
2948	26909	465
2949	26919	456
2950	26928	447
2951	26937	438
2952	26946	428
2953	26954	419
2954	26963	410
2955	26972	401
2956	26980	392
2957	26989	383
2958	26998	374
2959	27009	364
2960	27018	355
2961	27028	346
2962	27037	337
2963	27046	328
2964	27056	319
2965	27065	310
2966	27073	301
2967	27083	292
2968	27092	282
2969	27101	273
2970	27111	264
2971	27119	255
2972	27129	246
2973	27138	237
2974	27147	228
2975	27155	218
2976	27164	209
2977	27173	200
2978	27181	191
2979	27190	182
2980	27199	173
2981	27207	164
2982	27215	155
2983	27225	145
2984	27234	136
2985	27243	127
2986	27253	118
2987	27264	109
2988	27273	100
2989	27282	91
2990	27290	82
2991	27299	72
2992	27308	63
2993	27316	54
2994	27325	45
2995	27333	36
2996	27342	27
2997	27351	18
2998	27359	9
2999	27368	0
