iter	Logloss
380	0.1965198161
381	0.1960184733
382	0.1957458903
383	0.1952322184
384	0.1949827067
385	0.1947168172
386	0.1942404175
387	0.1938476156
388	0.1935351563
389	0.1931511637
390	0.1927912598
391	0.1923692627
392	0.192134847
393	0.1915830078
394	0.1913174642
395	0.1909620768
396	0.190651001
397	0.1902357992
398	0.1898728231
399	0.1896297201
400	0.1893972982
401	0.1890021973
402	0.1887463989
403	0.1884724528
404	0.188154541
405	0.1876968791
406	0.1874464925
407	0.1871892904
408	0.1869327596
409	0.1866281331
410	0.1864314575
411	0.1861644897
412	0.1859180094
413	0.1855541585
414	0.1852526245
415	0.1849578451
416	0.1847386475
417	0.1843660889
418	0.1840199788
419	0.183697998
420	0.1834071248
421	0.1830322266
422	0.1827338053
423	0.1824283651
424	0.1820287272
425	0.1816650391
426	0.1814325765
427	0.181045166
428	0.1808823649
429	0.1807018636
430	0.1802412313
431	0.1799200236
432	0.1796942749
433	0.1794710693
434	0.1791711426
435	0.1789726969
436	0.1786875407
437	0.1782818604
438	0.178040446
439	0.1777695516
440	0.1775497233
441	0.1773531901
442	0.1771140544
443	0.1768647054
444	0.1767079468
445	0.176411438
446	0.1759731242
447	0.1757489217
448	0.1756003011
449	0.1753525187
450	0.1751259766
451	0.1747283325
452	0.1744812826
453	0.1743260498
454	0.174067159
455	0.1737989299
456	0.1735938721
457	0.1733161418
458	0.1731092122
459	0.1728051351
460	0.172584554
461	0.1722470703
462	0.171992981
463	0.1717639974
464	0.1714822591
465	0.1712753703
466	0.1709759928
467	0.170782491
468	0.1705067749
469	0.1703207194
470	0.1701093953
471	0.1697733053
472	0.1695603231
473	0.1693042297
474	0.1690485026
475	0.1688144531
476	0.1685745036
477	0.1684272461
478	0.1681955261
479	0.1679619039
480	0.1677640788
481	0.1675923971
482	0.1673111776
483	0.1670676371
484	0.1666549581
485	0.1664039408
486	0.1661263326
487	0.1658375346
488	0.1656421
489	0.1652837423
490	0.1648760681
491	0.1644848124
492	0.1641594645
493	0.163966512
494	0.1637021383
495	0.1633922628
496	0.16309788
497	0.162796346
498	0.1625863953
499	0.1623420817
500	0.1620802104
501	0.1618625895
502	0.1616363932
503	0.1614759725
504	0.1612588603
505	0.1609941508
506	0.1606989034
507	0.1604879964
508	0.160259847
509	0.1600795186
510	0.1597640381
511	0.159583669
512	0.1593659261
513	0.1591410319
514	0.158895518
515	0.1586520996
516	0.1584896037
517	0.1582487488
518	0.1580601196
519	0.1578224487
520	0.1576646118
521	0.1574472046
522	0.1570961711
523	0.156934255
524	0.1567765706
525	0.1565305074
526	0.1562631022
527	0.1560057373
528	0.1558068644
529	0.1556038615
530	0.1552541097
531	0.1551077677
532	0.1548601685
533	0.1546478373
534	0.1544604289
535	0.1542918294
536	0.1540749003
537	0.1538883464
538	0.1536102295
539	0.1533912964
540	0.1531890564
541	0.1530004069
542	0.1527343547
543	0.152507609
544	0.1523027039
545	0.1521545512
546	0.1519825033
547	0.1516623535
548	0.1514286702
549	0.1512599691
550	0.1510146484
551	0.1508378194
552	0.1506703186
553	0.1504712118
554	0.1503092041
555	0.1501141968
556	0.1497807414
557	0.1495233866
558	0.1493905029
559	0.1490638631
560	0.1488509115
561	0.1486042277
562	0.1483349202
563	0.1479862467
564	0.1477867432
565	0.1475931803
566	0.147230896
567	0.1470309245
568	0.1468732808
569	0.1466425171
570	0.1463450317
571	0.1462107951
572	0.1459466756
573	0.1457756551
574	0.1456009928
575	0.145405955
576	0.1452054036
577	0.1450184326
578	0.144788737
579	0.1445771993
580	0.144322347
581	0.1441979777
582	0.1439802653
583	0.1437898966
584	0.1434028625
585	0.143207194
586	0.1429766439
587	0.1428358765
588	0.1426830648
589	0.1424706523
590	0.1422432658
591	0.142050649
592	0.1418979696
593	0.1417220256
594	0.1415110474
595	0.1412817586
596	0.1411445007
597	0.1409134318
598	0.1406610718
599	0.1404151611
600	0.1402059937
601	0.140033549
602	0.1398233236
603	0.1396785583
604	0.1395799662
605	0.1392680359
606	0.1390618896
607	0.1388759257
608	0.138628418
609	0.1384479268
610	0.1383247579
611	0.1381066589
612	0.1379348246
613	0.137676534
614	0.1374565023
615	0.1372075195
616	0.1370091756
617	0.1367640889
618	0.1365774129
619	0.1363501383
620	0.1361456095
621	0.1359708761
622	0.1358151855
623	0.135652771
624	0.1354598389
625	0.1352765096
626	0.1349634094
627	0.1347253113
628	0.1345569865
629	0.1343725484
630	0.1342252096
631	0.1340272217
632	0.1337257487
633	0.1335285238
634	0.1332732747
635	0.1330219116
636	0.1328818563
637	0.1327501729
638	0.1326076558
639	0.1324288635
640	0.132233846
641	0.1320236613
642	0.1318641968
643	0.1316997986
644	0.1315211182
645	0.1314063314
646	0.1312145894
647	0.1310880534
648	0.1309352417
649	0.1306607259
650	0.1304580994
651	0.1302562052
652	0.1299805501
653	0.1297980347
654	0.1296233826
655	0.1294767761
656	0.1293032227
657	0.1290799967
658	0.1289651082
659	0.1287510783
660	0.1285771586
661	0.1284163615
662	0.1283229879
663	0.1281878662
664	0.127956604
665	0.1278306885
666	0.127602122
667	0.1274495646
668	0.1271293437
669	0.1270200907
670	0.1268596802
671	0.1267083435
672	0.1265536296
673	0.1263173116
674	0.1261667684
675	0.1259627686
676	0.1258326314
677	0.1256317444
678	0.1255154724
679	0.1252941081
680	0.1250215352
681	0.1248634745
682	0.1247335205
683	0.1246229451
684	0.1244487305
685	0.1241939697
686	0.1238723551
687	0.1236995443
688	0.1234137573
689	0.1232028503
690	0.1230717773
691	0.1228720703
692	0.1226445618
693	0.122547821
694	0.1224181213
695	0.1223065592
696	0.122069987
697	0.1219651286
698	0.1217179565
699	0.1216056213
700	0.1214474487
701	0.1212815348
702	0.1210641276
703	0.1209234924
704	0.1206774902
705	0.1204621175
706	0.1203176982
707	0.1201475423
708	0.1199706014
709	0.119844574
710	0.1196708577
711	0.1195077718
712	0.1194284058
713	0.1191975403
714	0.1190811768
715	0.1189445394
716	0.118708313
717	0.1185714315
718	0.1183898926
719	0.118247467
720	0.1180579936
721	0.1179278361
722	0.1177834269
723	0.1174263306
724	0.1171885986
725	0.1169685974
726	0.1168378092
727	0.116662262
728	0.1165226339
729	0.1163717855
730	0.116251414
731	0.1160835978
732	0.1158826192
733	0.1157874552
734	0.1156267293
735	0.1154045512
736	0.1152904053
737	0.1151535645
738	0.1150176799
739	0.1147575582
740	0.1146434733
741	0.1145167033
742	0.1142994283
743	0.1141136475
744	0.1140280965
745	0.1138758341
746	0.113762085
747	0.1135123088
748	0.1132844543
749	0.1131337687
750	0.1130060628
751	0.1128931885
752	0.1126471558
753	0.1124516195
754	0.1123187256
755	0.1121340332
756	0.1119816895
757	0.1118529053
758	0.1117681783
759	0.1116138204
760	0.1114222209
761	0.1112958781
762	0.1111734212
763	0.1110194702
764	0.1109248556
765	0.1107411499
766	0.1106365967
767	0.1104738973
768	0.1102804362
769	0.1101614787
770	0.1100466919
771	0.1099102987
772	0.1097536011
773	0.109604187
774	0.1093718465
775	0.1091915283
776	0.1090500895
777	0.1089110107
778	0.1087845052
779	0.1085920207
780	0.1084339498
781	0.108336853
782	0.1082079773
783	0.1080888468
784	0.1079822184
785	0.1078446452
786	0.1076869914
787	0.107574585
788	0.1074784342
789	0.1072982585
790	0.1071153158
791	0.1069552307
792	0.1068148804
793	0.1067149862
794	0.1066038717
795	0.1063428752
796	0.1061820882
797	0.1060713501
798	0.1059242859
799	0.1057429708
800	0.1056137288
801	0.1054979858
802	0.1052958476
803	0.1051864217
804	0.1049920247
805	0.1048923747
806	0.104729716
807	0.1045948079
808	0.1044576314
809	0.104215271
810	0.104097168
811	0.103927002
812	0.1038603617
813	0.1037042643
814	0.1035824687
815	0.1034890544
816	0.1032773336
817	0.1031763509
818	0.1030812988
819	0.1028693237
820	0.1027649333
821	0.1025638224
822	0.1024829915
823	0.1023556315
824	0.1022009277
825	0.1019658407
826	0.101864502
827	0.1017532756
828	0.1016185913
829	0.1014967041
830	0.101369578
831	0.1011664632
832	0.1010274455
833	0.1008968709
834	0.1007667135
835	0.1005783386
836	0.1003862101
837	0.1001749166
838	0.1000627136
839	0.09987160238
840	0.09975894165
841	0.0996490682
842	0.09951590983
843	0.09935137939
844	0.09923088582
845	0.09914631144
846	0.09904166667
847	0.09894948324
848	0.09884886678
849	0.09870732625
850	0.09851125081
851	0.09832729085
852	0.09819041951
853	0.0980640564
854	0.09790639242
855	0.09776234945
856	0.09756758626
857	0.09744503784
858	0.09734088135
859	0.09716292318
860	0.09705113729
861	0.09694810994
862	0.09678371175
863	0.09661476644
864	0.09650128174
865	0.09633282471
866	0.09612255859
867	0.09602056885
868	0.0959107666
869	0.09581097412
870	0.09576170858
871	0.09563250732
872	0.09552907308
873	0.09541223145
874	0.09530280558
875	0.09517110189
876	0.09507566325
877	0.09495013428
878	0.09479097493
879	0.09460608927
880	0.0944943339
881	0.09438832601
882	0.094240743
883	0.09409914144
884	0.09396711222
885	0.09381866455
886	0.09367365519
887	0.09354659017
888	0.09341710409
889	0.09325536092
890	0.09317698161
891	0.09303578695
892	0.09284844971
893	0.09272181193
894	0.09265415446
895	0.09251186117
896	0.09241317749
897	0.09225730387
898	0.09204168701
899	0.09193117269
900	0.09185309855
901	0.09174709066
902	0.09160188802
903	0.09152203369
904	0.09132325236
905	0.091177948
906	0.09100150553
907	0.09075494385
908	0.09060205078
909	0.09049610392
910	0.0904105835
911	0.09028387451
912	0.09018511963
913	0.09004993693
914	0.08992537435
915	0.08980084229
916	0.08969498698
917	0.08947426351
918	0.08937454224
919	0.08925554403
920	0.08913022868
921	0.08901833089
922	0.08889607747
923	0.08876563517
924	0.08866592407
925	0.08847774251
926	0.08838356527
927	0.0883001709
928	0.08821885173
929	0.08808937581
930	0.08799893188
931	0.08785475667
932	0.08776721191
933	0.08766807048
934	0.08754972331
935	0.0874393514
936	0.08733516439
937	0.08714921061
938	0.08704425049
939	0.08695910645
940	0.0868458252
941	0.08678325399
942	0.08672713216
943	0.08661717733
944	0.08649284871
945	0.08629378255
946	0.08620096842
947	0.08602870687
948	0.08597544352
949	0.08587731934
950	0.08575888062
951	0.08559314982
952	0.08549202474
953	0.08532887777
954	0.0851920166
955	0.08510764058
956	0.08504050191
957	0.08486801656
958	0.08472977193
959	0.08460552979
960	0.08448599243
961	0.08438537089
962	0.08429906209
963	0.0841594696
964	0.08404249573
965	0.08386961873
966	0.08373429362
967	0.08366592916
968	0.08349588521
969	0.08341227722
970	0.08326601156
971	0.08318210856
972	0.08308973694
973	0.08296395874
974	0.08289688619
975	0.08278489176
976	0.08268814087
977	0.08260408529
978	0.08250483195
979	0.08240297445
980	0.08227711487
981	0.0821824646
982	0.08211789958
983	0.08195718384
984	0.08183333842
985	0.08175197856
986	0.08165929159
987	0.08157277425
988	0.08144603984
989	0.08132725016
990	0.08123102824
991	0.08106548564
992	0.08097851562
993	0.08085641479
994	0.0807599589
995	0.08060841878
996	0.08043221029
997	0.08033647664
998	0.08024271647
999	0.08015090942
1000	0.07997821045
1001	0.07990129598
1002	0.0798106842
1003	0.07971166992
1004	0.07958936564
1005	0.07950356038
1006	0.07941679891
1007	0.07934080505
1008	0.07925231934
1009	0.07912417094
1010	0.07905792236
1011	0.07891961161
1012	0.07882729594
1013	0.0786637675
1014	0.07859300741
1015	0.07846809896
1016	0.07839978027
1017	0.07827674357
1018	0.07821559652
1019	0.07811205037
1020	0.0780512085
1021	0.07790997823
1022	0.0778089447
1023	0.07767639669
1024	0.07754499308
1025	0.07743861898
1026	0.07737559001
1027	0.07728609212
1028	0.07717478434
1029	0.07707428996
1030	0.0769641215
1031	0.07685695903
1032	0.07675593567
1033	0.07668697611
1034	0.07652857463
1035	0.07644633993
1036	0.07638209534
1037	0.07631537374
1038	0.07621503703
1039	0.07614388021
1040	0.07603479513
1041	0.07585356649
1042	0.0757574412
1043	0.07569352722
1044	0.07558578491
1045	0.0755104777
1046	0.07538576762
1047	0.07527778625
1048	0.07513071187
1049	0.07497959391
1050	0.07488934835
1051	0.07480695597
1052	0.0747322998
1053	0.07458678691
1054	0.07449838765
1055	0.07442993164
1056	0.07437139893
1057	0.07428411357
1058	0.07417011515
1059	0.07402782694
1060	0.0739695638
1061	0.07388736979
1062	0.0737885081
1063	0.07370613607
1064	0.07359930929
1065	0.07349257406
1066	0.07335678609
1067	0.07322160848
1068	0.07302115885
1069	0.07292707825
1070	0.07284151713
1071	0.07273500061
1072	0.07263838704
1073	0.07255948893
1074	0.07248571777
1075	0.0724165446
1076	0.07227175903
1077	0.07213876343
1078	0.07206180318
1079	0.07195191447
1080	0.07186681112
1081	0.07173165894
1082	0.07164070129
1083	0.07156870015
1084	0.0715070343
1085	0.07143695068
1086	0.07130598958
1087	0.07120082092
1088	0.07112431844
1089	0.07102386475
1090	0.07092715454
1091	0.07088642883
1092	0.07075731405
1093	0.07070036825
1094	0.07060065715
1095	0.07053348287
1096	0.0704613088
1097	0.07037611898
1098	0.07028514099
1099	0.07024942017
1100	0.07016724141
1101	0.07003902181
1102	0.06996061198
1103	0.0698941803
1104	0.06973600769
1105	0.06965760803
1106	0.06957168579
1107	0.06952192688
1108	0.06944763184
1109	0.06932307943
1110	0.06927231852
1111	0.06920851135
1112	0.06912627665
1113	0.06906311544
1114	0.06896895345
1115	0.06889304606
1116	0.06876233927
1117	0.0687106781
1118	0.06860868327
1119	0.06847434489
1120	0.0684058431
1121	0.06833128866
1122	0.068231486
1123	0.06817870585
1124	0.06807678223
1125	0.06798445638
1126	0.06791380819
1127	0.06788326518
1128	0.06781330363
1129	0.06776058451
1130	0.06765746562
1131	0.0675864563
1132	0.06751690674
1133	0.06741770426
1134	0.06733583577
1135	0.06728817749
1136	0.06723334757
1137	0.0671588033
1138	0.06709263611
1139	0.06704680379
1140	0.06701557414
1141	0.06692978923
1142	0.06681946818
1143	0.06673438517
1144	0.06663355509
1145	0.06655007935
1146	0.06647146606
1147	0.06634138489
1148	0.06626417033
1149	0.06614645386
1150	0.06605591838
1151	0.06598880514
1152	0.06590840149
1153	0.06579194641
1154	0.06573845927
1155	0.06567182414
1156	0.0656113739
1157	0.06552613322
1158	0.0654661967
1159	0.0653408254
1160	0.0653106486
1161	0.06522428385
1162	0.06517524719
1163	0.06508571879
1164	0.064993337
1165	0.06487315877
1166	0.06477946981
1167	0.06472885132
1168	0.06465614827
1169	0.0645723114
1170	0.06454323324
1171	0.06445150757
1172	0.06438771566
1173	0.06430645752
1174	0.0641956075
1175	0.06414886983
1176	0.06410195414
1177	0.06403792318
1178	0.0639687144
1179	0.06391877238
1180	0.06384663391
1181	0.06377256266
1182	0.06371629842
1183	0.06366881307
1184	0.06358088175
1185	0.06348716227
1186	0.06338512166
1187	0.0633105011
1188	0.06320309448
1189	0.06313117981
1190	0.06302086385
1191	0.06293466187
1192	0.06284166972
1193	0.06279611206
1194	0.06272933451
1195	0.06267940776
1196	0.06262542216
1197	0.06253035482
1198	0.06242359416
1199	0.06232637533
1200	0.06225218201
1201	0.06215604655
1202	0.06202790324
1203	0.06196640523
1204	0.06185797628
1205	0.061796875
1206	0.06170412699
1207	0.06162130737
1208	0.06155251567
1209	0.0614609731
1210	0.06138747152
1211	0.06129986572
1212	0.06123974101
1213	0.06117589315
1214	0.06109440104
1215	0.06101443481
1216	0.0609596405
1217	0.06091043599
1218	0.0608635966
1219	0.06079015096
1220	0.060747111
1221	0.06067798869
1222	0.06059881083
1223	0.06055065918
1224	0.06047785441
1225	0.06040996297
1226	0.06034202067
1227	0.06028410339
1228	0.06023787435
1229	0.06016592407
1230	0.06007775879
1231	0.06002833049
1232	0.05995345561
1233	0.0598740387
1234	0.05980106608
1235	0.05973372396
1236	0.05966830953
1237	0.05957135518
1238	0.05950120036
1239	0.05942344157
1240	0.05933722941
1241	0.05923606364
1242	0.05916731262
1243	0.05910277812
1244	0.0590186971
1245	0.05894867961
1246	0.05886467489
1247	0.05874895732
1248	0.05867713928
1249	0.05863658651
1250	0.05859452311
1251	0.0585241394
1252	0.05848962402
1253	0.05841853841
1254	0.05835044352
1255	0.05831006877
1256	0.05824278259
1257	0.05815838623
1258	0.05810334269
1259	0.05801733398
1260	0.05796139526
1261	0.05787381999
1262	0.05781062826
1263	0.05771923319
1264	0.0576614329
1265	0.05761923218
1266	0.05755937703
1267	0.05751174927
1268	0.05746065776
1269	0.05742018636
1270	0.05733177694
1271	0.05725542196
1272	0.05718761698
1273	0.05714205424
1274	0.05706708781
1275	0.05702229818
1276	0.05695447286
1277	0.05688164266
1278	0.05678556315
1279	0.05671248372
1280	0.05665260824
1281	0.05657474264
1282	0.05651748149
1283	0.05643179321
1284	0.05636230469
1285	0.05630224101
1286	0.05623922729
1287	0.05618493652
1288	0.05614631144
1289	0.05608832296
1290	0.05603079224
1291	0.05594208781
1292	0.05585956828
1293	0.05579799398
1294	0.05570729065
1295	0.05565814718
1296	0.05556266276
1297	0.05552323405
1298	0.0554452769
1299	0.05540735372
1300	0.05535520426
1301	0.05524285889
1302	0.05517693583
1303	0.05510692851
1304	0.05505322266
1305	0.05499255371
1306	0.05494151815
1307	0.05488203939
1308	0.05480214437
1309	0.05472801717
1310	0.05465823364
1311	0.05459679159
1312	0.0545427653
1313	0.05452153524
1314	0.05446460978
1315	0.05439044189
1316	0.05435513814
1317	0.05427983093
1318	0.05420485942
1319	0.05416877238
1320	0.05408069356
1321	0.05400336711
1322	0.05396648661
1323	0.05392700195
1324	0.0538509318
1325	0.05381510417
1326	0.05373300171
1327	0.05367486064
1328	0.05361089071
1329	0.05355559285
1330	0.05350688171
1331	0.05344915771
1332	0.05342408244
1333	0.05337588501
1334	0.05330135091
1335	0.05326351929
1336	0.05321512858
1337	0.05317100016
1338	0.05311552938
1339	0.05308071899
1340	0.05303407288
1341	0.05296338399
1342	0.05293851725
1343	0.05287994385
1344	0.05278726196
1345	0.05270657349
1346	0.05262288411
1347	0.05260212199
1348	0.05253153483
1349	0.05246042379
1350	0.05241811117
1351	0.05234983317
1352	0.05226590983
1353	0.05218783569
1354	0.05211889648
1355	0.05206022644
1356	0.05201096598
1357	0.0519584554
1358	0.05190933736
1359	0.05186180115
1360	0.05181913757
1361	0.05175075277
1362	0.05169960531
1363	0.05164805094
1364	0.05157091777
1365	0.05150427246
1366	0.05143743388
1367	0.05139991252
1368	0.05133795166
1369	0.05129965719
1370	0.05122985331
1371	0.05119424438
1372	0.0511504008
1373	0.05111157735
1374	0.05103433228
1375	0.05097732544
1376	0.05092040507
1377	0.05085855611
1378	0.05081575521
1379	0.05072609456
1380	0.05068207804
1381	0.05064442952
1382	0.05059437052
1383	0.05052265422
1384	0.05048202006
1385	0.05042623393
1386	0.05037813314
1387	0.05028778076
1388	0.05021345011
1389	0.05016637166
1390	0.05013206991
1391	0.05009712728
1392	0.05005522664
1393	0.05000339762
1394	0.04993840535
1395	0.04988769023
1396	0.04984599813
1397	0.04977089437
1398	0.04972502645
1399	0.04969758606
1400	0.04963726298
1401	0.04958429464
1402	0.04951871236
1403	0.04943980408
1404	0.04937954712
1405	0.04932325236
1406	0.04924013265
1407	0.04921012878
1408	0.04917057292
1409	0.04915415955
1410	0.04912372843
1411	0.04907577515
1412	0.04900519816
1413	0.04897429403
1414	0.04889576213
1415	0.04884442139
1416	0.04878229268
1417	0.04870319621
1418	0.04868313599
1419	0.04862924703
1420	0.04858647664
1421	0.0485168457
1422	0.04846282959
1423	0.04843208313
1424	0.04839835612
1425	0.0483575236
1426	0.0483140564
1427	0.0482609965
1428	0.04822869873
1429	0.0481735789
1430	0.04811634827
1431	0.04806601969
1432	0.04801636759
1433	0.04794723511
1434	0.04789885966
1435	0.0478229777
1436	0.04778345235
1437	0.04774624634
1438	0.04770484416
1439	0.0476608785
1440	0.047600118
1441	0.04759509277
1442	0.0475594279
1443	0.04752904765
1444	0.04748218791
1445	0.0474262797
1446	0.04740666707
1447	0.04733901469
1448	0.04730677795
1449	0.04724915059
1450	0.04722820028
1451	0.04713922119
1452	0.04709358724
1453	0.04704660034
1454	0.0470366923
1455	0.04698830668
1456	0.0469181722
1457	0.04687229411
1458	0.0467979126
1459	0.04676689657
1460	0.04670843506
1461	0.04668789673
1462	0.04666309611
1463	0.04659231567
1464	0.04654020691
1465	0.04649170431
1466	0.04644708252
1467	0.0463854421
1468	0.04631184387
1469	0.04625559489
1470	0.04620613607
1471	0.04617644246
1472	0.04611619568
1473	0.04610199483
1474	0.04600135295
1475	0.04596613057
1476	0.04588792928
1477	0.04582626851
1478	0.04578462728
1479	0.04573651632
1480	0.04569432576
1481	0.04565715535
1482	0.0456137797
1483	0.04557574463
1484	0.04552209473
1485	0.04546559143
1486	0.04540771484
1487	0.04538371785
1488	0.04537004089
1489	0.04534991964
1490	0.04531124878
1491	0.04527920532
1492	0.04522994995
1493	0.04517749023
1494	0.04512248739
1495	0.04507326762
1496	0.04501167806
1497	0.04494335937
1498	0.04486160787
1499	0.0448192393
1500	0.04477818807
1501	0.04471075948
1502	0.0446552887
1503	0.04459273275
1504	0.04454673258
1505	0.0445116272
